mn_id,instance,mn_type,class,status,predicted_nt,exit_nerve,hemilineage,target,subsystem,thorax,side,joint,dof,actuator_name,sign,action,gain,bias,weight,confidence,mapping_basis,notes,target_body,target_joint
20115,MNad02_AbN4_R,MNad02,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
154153,MNad02_AbN4_R,MNad02,motor neuron,Traced,unknown,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16305,MNad03_AbN4_L,MNad03,motor neuron,Traced,acetylcholine,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
28921,MNad03_AbN4_L,MNad03,motor neuron,Traced,glutamate,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
30702,MNad03_AbN4_L,MNad03,motor neuron,Traced,unclear,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16560,MNad03_AbN4_R,MNad03,motor neuron,Traced,unclear,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
18060,MNad03_AbN4_R,MNad03,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
27988,MNad03_AbN4_R,MNad03,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16437,MNad04_AbNT_L,MNad04,motor neuron,Traced,glutamate,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16735,MNad04_AbNT_L,MNad04,motor neuron,Traced,unclear,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16501,MNad04_AbNT_R,MNad04,motor neuron,Traced,unknown,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
152119,MNad04_AbNT_R,MNad04,motor neuron,Traced,glutamate,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
17179,MNad05_AbN4_L,MNad05,motor neuron,Traced,unknown,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
17645,MNad05_AbN4_L,MNad05,motor neuron,Traced,acetylcholine,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
102953,MNad05_AbN4_L,MNad05,motor neuron,Traced,glutamate,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14902,MNad05_AbN4_R,MNad05,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16227,MNad05_AbN4_R,MNad05,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16330,MNad05_AbN4_R,MNad05,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
15388,MNad06_AbN3_L,MNad06,motor neuron,Traced,glutamate,AbN3_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14211,MNad06_AbN3_R,MNad06,motor neuron,Traced,glutamate,AbN3_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14981,MNad06_AbN4_L,MNad06,motor neuron,Traced,unclear,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
15354,MNad06_AbN4_L,MNad06,motor neuron,Traced,glutamate,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
20425,MNad06_AbN4_L,MNad06,motor neuron,Traced,glutamate,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
15059,MNad06_AbN4_R,MNad06,motor neuron,Traced,unclear,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
18674,MNad06_AbN4_R,MNad06,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
101706,MNad06_AbN4_R,MNad06,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13733,MNad07_AbN4_L,MNad07,motor neuron,Traced,glutamate,AbN4_L,13B,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14768,MNad07_AbN4_L,MNad07,motor neuron,Traced,unknown,AbN4_L,13B,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14288,MNad07_AbN4_R,MNad07,motor neuron,Traced,glutamate,AbN4_R,13B,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
22139,MNad07_AbN4_R,MNad07,motor neuron,Traced,gaba,AbN4_R,13B,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13671,MNad08_AbN4_L,MNad08,motor neuron,Traced,glutamate,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
15202,MNad08_AbN4_L,MNad08,motor neuron,Traced,acetylcholine,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
15846,MNad08_AbN4_L,MNad08,motor neuron,Traced,acetylcholine,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13242,MNad08_AbN4_R,MNad08,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13899,MNad08_AbN4_R,MNad08,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
159031,MNad08_AbN4_R,MNad08,motor neuron,Traced,unknown,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13182,MNad09_AbNT,MNad09,motor neuron,Traced,glutamate,AbNT,TBD,abdomen,abdomen,Ab,,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13631,MNad09_AbNT,MNad09,motor neuron,Traced,glutamate,AbNT,TBD,abdomen,abdomen,Ab,,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13760,MNad09_AbNT,MNad09,motor neuron,Traced,unknown,AbNT,TBD,abdomen,abdomen,Ab,,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14859,MNad09_AbNT,MNad09,motor neuron,Traced,glutamate,AbNT,TBD,abdomen,abdomen,Ab,,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14883,MNad09_AbNT,MNad09,motor neuron,Traced,unclear,AbNT,TBD,abdomen,abdomen,Ab,,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
15529,MNad09_AbNT,MNad09,motor neuron,Traced,unclear,AbNT,TBD,abdomen,abdomen,Ab,,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16730,MNad09_AbNT,MNad09,motor neuron,Traced,glutamate,AbNT,TBD,abdomen,abdomen,Ab,,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
100375,MNad09_AbNT,MNad09,motor neuron,Traced,glutamate,AbNT,TBD,abdomen,abdomen,Ab,,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13480,MNad10_AbN3_L,MNad10,motor neuron,Traced,glutamate,AbN3_L,06A,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14123,MNad10_AbN3_R,MNad10,motor neuron,Traced,glutamate,AbN3_R,06A,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14602,MNad10_AbN4_L,MNad10,motor neuron,Traced,unknown,AbN4_L,06A,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14469,MNad10_AbN4_R,MNad10,motor neuron,Traced,glutamate,AbN4_R,06A,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13403,MNad11_AbN3_L,MNad11,motor neuron,Traced,glutamate,AbN3_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13579,MNad11_AbN3_R,MNad11,motor neuron,Traced,glutamate,AbN3_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13999,MNad11_AbN4_L,MNad11,motor neuron,Traced,unknown,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
18692,MNad11_AbN4_L,MNad11,motor neuron,Traced,glutamate,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
19924,MNad11_AbN4_L,MNad11,motor neuron,Traced,gaba,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13878,MNad11_AbN4_R,MNad11,motor neuron,Traced,gaba,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14008,MNad11_AbN4_R,MNad11,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
19486,MNad11_AbN4_R,MNad11,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13225,MNad12_AbNT_L,MNad12,motor neuron,Traced,gaba,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14233,MNad12_AbNT_L,MNad12,motor neuron,Traced,gaba,AbNT_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13183,MNad12_AbNT_R,MNad12,motor neuron,Traced,gaba,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14787,MNad12_AbNT_R,MNad12,motor neuron,Traced,gaba,AbNT_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
12269,MNad13_AbN2_L,MNad13,motor neuron,Traced,glutamate,AbN2_L,TBD,abdomen A2,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
11830,MNad13_AbN2_R,MNad13,motor neuron,Traced,unknown,AbN2_R,TBD,abdomen A2,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
12844,MNad13_AbN3_L,MNad13,motor neuron,Traced,gaba,AbN3_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13297,MNad13_AbN3_R,MNad13,motor neuron,Traced,glutamate,AbN3_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
13655,MNad13_AbN4_L,MNad13,motor neuron,Traced,gaba,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16178,MNad13_AbN4_L,MNad13,motor neuron,Traced,unclear,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
23801,MNad13_AbN4_L,MNad13,motor neuron,Traced,glutamate,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
100612,MNad13_AbN4_L,MNad13,motor neuron,Traced,glutamate,AbN4_L,TBD,abdomen,abdomen,Ab,left,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
14853,MNad13_AbN4_R,MNad13,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
15182,MNad13_AbN4_R,MNad13,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
16375,MNad13_AbN4_R,MNad13,motor neuron,Traced,glutamate,AbN4_R,TBD,abdomen,abdomen,Ab,right,abdomen,main,abdomen,1.0,abdomen_drive,1.0,0.0,1.000,medium,generic_abdomen_rule,"Generic abdomen placeholder retained from the old bridge, now isolated as an explicit coarse rule.",abdomen,abdomen
